172.16.133.37,96.43.146.48
172.16.133.233,172.16.128.254
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.67,68.64.21.46
172.16.133.20,172.16.139.250
172.16.133.20,172.16.139.250
172.16.133.20,172.16.139.250
172.16.133.20,172.16.139.250
172.16.133.20,172.16.139.250
172.16.133.20,172.16.139.250
172.16.133.82,96.43.146.50
68.64.21.41,172.16.133.49
172.16.133.99,96.43.146.176
68.64.21.62,172.16.133.57
67.217.78.36,172.16.133.39
172.16.133.53,67.217.64.49
216.115.216.31,172.16.133.85
216.115.217.225,172.16.133.85
172.16.133.82,96.43.146.50
172.16.133.82,96.43.146.50
172.16.133.82,96.43.146.50
172.16.133.82,96.43.146.50
172.16.133.92,68.64.29.40
68.64.29.28,172.16.133.85
98.138.19.88,172.16.133.132
98.138.19.88,172.16.133.132
98.138.19.88,172.16.133.132
172.16.133.132,98.138.19.88
216.115.222.200,172.16.133.103
172.16.133.103,216.115.222.200
172.16.128.254,172.16.133.233
67.217.66.65,172.16.133.49
172.16.133.78,157.56.241.150
67.217.65.65,172.16.133.49
172.16.133.53,68.64.21.40
67.217.64.65,172.16.133.49
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
157.56.241.150,172.16.133.75
172.16.128.254,172.16.133.233
172.16.133.132,98.138.19.88
157.56.241.150,172.16.133.75
172.16.133.1,172.16.133.6
172.16.128.254,172.16.133.233
172.16.133.109,96.43.146.22
172.16.133.75,157.56.241.150
172.16.133.233,172.16.128.254
172.16.133.26,68.64.21.37
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
172.16.133.57,68.64.21.62
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
68.64.21.45,172.16.133.207
172.16.133.109,96.43.146.22
68.64.21.62,172.16.133.57
172.16.133.56,68.64.21.42
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
172.16.133.28,172.16.139.250
172.16.133.103,216.115.222.200
172.16.133.6,8.8.8.8
68.64.21.42,172.16.133.36
172.16.133.49,68.64.21.41
172.16.133.16,172.16.133.255
172.16.133.17,172.16.133.255
68.64.21.41,172.16.133.60
172.16.133.78,66.31.24.112
172.16.133.132,216.185.152.111
172.16.128.254,172.16.133.233
68.64.21.44,172.16.133.114
172.16.133.233,172.16.128.254
172.16.133.99,67.217.78.32
172.16.133.36,68.64.21.42
68.64.21.45,172.16.133.47
172.16.133.57,68.64.21.62
68.64.21.36,172.16.133.37
68.64.21.46,172.16.133.67
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
68.64.21.62,172.16.133.57
68.64.21.40,172.16.133.53
172.16.131.10,172.16.133.237
172.16.131.10,172.16.133.235
172.16.133.132,98.139.134.187
172.16.133.118,68.64.21.45
172.16.133.114,68.64.21.44
172.16.133.47,68.64.21.45
96.43.146.50,172.16.133.82
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
68.64.21.37,172.16.133.26
172.16.133.39,67.217.78.36
172.16.133.37,68.64.21.36
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
172.16.133.99,172.16.139.250
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
157.56.241.150,172.16.133.75
172.16.133.57,68.64.21.62
172.16.133.85,68.64.29.28
157.56.241.150,172.16.133.75
172.16.133.75,157.56.241.150
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.75,157.56.241.150
68.64.21.62,172.16.133.57
24.44.106.119,172.16.133.78
172.16.133.87,172.16.139.250
172.16.133.87,172.16.139.250
96.43.146.176,172.16.133.82
172.16.133.87,172.16.139.250
172.16.133.87,172.16.139.250
172.16.133.87,172.16.139.250
96.43.146.176,172.16.133.82
96.43.146.176,172.16.133.82
172.16.133.87,172.16.139.250
172.16.133.82,96.43.146.176
96.43.146.176,172.16.133.82
96.43.146.176,172.16.133.82
96.43.146.176,172.16.133.82
172.16.133.82,96.43.146.176
172.16.133.60,68.64.21.41
172.16.133.82,96.43.146.176
172.16.133.82,96.43.146.176
172.16.133.82,96.43.146.176
172.16.133.82,96.43.146.176
172.16.133.82,96.43.146.176
172.16.133.87,172.16.139.250
172.16.133.87,172.16.139.250
172.16.133.87,172.16.139.250
172.16.133.87,172.16.139.250
172.16.133.18,157.56.238.6
96.43.146.176,172.16.133.82
172.16.133.82,96.43.146.176
172.16.133.82,96.43.146.176
96.43.146.176,172.16.133.99
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
172.16.133.109,96.43.146.22
96.43.146.48,172.16.133.37
172.16.133.37,96.43.146.48
96.43.146.22,172.16.133.109
68.64.29.40,172.16.133.92
172.16.133.118,68.64.28.20
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
172.16.133.207,68.64.21.45
96.43.146.22,172.16.133.109
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
96.43.146.22,172.16.133.109
172.16.133.26,67.217.65.99
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
96.43.146.22,172.16.133.109
96.43.146.22,172.16.133.109
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
96.43.146.22,172.16.133.109
67.217.78.32,172.16.133.99
68.64.21.42,172.16.133.56
68.64.21.62,172.16.133.57
96.43.146.22,172.16.133.109
216.115.222.200,172.16.133.103
172.16.133.109,96.43.146.22
172.16.133.103,216.115.222.200
98.139.134.187,172.16.133.132
172.16.133.132,98.139.134.187
172.16.133.57,68.64.21.62
172.16.133.132,98.139.134.187
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
68.64.21.45,172.16.133.118
172.16.133.26,67.217.66.99
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.26,67.217.64.99
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
24.63.143.150,172.16.133.25
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.25,24.63.143.150
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
157.56.241.150,172.16.133.75
98.138.19.88,172.16.133.132
172.16.133.233,172.16.128.233
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.57,68.64.21.62
,
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.118,68.64.28.164
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.67,68.64.21.46
172.16.133.82,64.56.203.22
68.64.21.41,172.16.133.49
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.116,172.16.139.250
172.16.133.84,172.16.139.250
172.16.133.84,172.16.139.250
68.64.21.62,172.16.133.57
172.16.133.84,172.16.139.250
172.16.133.84,172.16.139.250
67.217.78.36,172.16.133.39
24.63.143.150,172.16.133.25
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
216.185.152.111,172.16.133.132
128.119.195.145,172.16.133.78
172.16.133.36,68.64.21.42
172.16.133.92,68.64.29.40
172.16.133.207,67.217.66.54
216.185.152.111,172.16.133.132
172.16.133.84,172.16.139.250
68.64.29.28,172.16.133.85
172.16.133.84,172.16.139.250
172.16.133.132,216.185.152.111
172.16.133.207,67.217.64.54
172.16.133.207,67.217.65.54
172.16.133.53,68.64.21.40
96.43.146.176,172.16.133.82
96.43.146.176,172.16.133.82
172.16.133.57,68.64.21.62
157.56.232.214,172.16.133.121
172.16.133.84,172.16.139.250
172.16.133.84,172.16.139.250
172.16.133.84,172.16.139.250
172.16.133.84,172.16.139.250
172.16.133.26,68.64.21.37
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
172.16.133.57,157.56.242.198
68.64.21.45,172.16.133.207
172.16.133.57,157.56.242.198
98.139.134.187,172.16.133.132
172.16.133.132,98.139.134.187
98.139.134.187,172.16.133.132
172.16.133.132,98.139.134.187
98.139.134.187,172.16.133.132
172.16.133.132,98.139.134.187
98.139.134.187,172.16.133.132
172.16.133.132,98.139.134.187
96.43.146.22,172.16.133.109
172.16.133.56,68.64.21.42
68.64.21.62,172.16.133.57
96.43.146.22,172.16.133.109
172.16.133.109,96.43.146.22
96.43.146.22,172.16.133.109
96.43.146.176,172.16.133.82
66.151.158.187,172.16.133.103
172.16.133.109,96.43.146.22
172.16.133.103,66.151.158.187
172.16.133.82,96.43.146.176
172.16.133.109,96.43.146.22
68.64.28.20,172.16.133.118
172.16.128.254,172.16.133.233
172.16.133.132,216.185.152.111
68.64.21.42,172.16.133.36
157.56.232.214,172.16.133.121
172.16.128.254,172.16.133.233
172.16.128.254,172.16.133.233
172.16.133.103,202.173.24.200
172.16.133.121,157.56.232.214
172.16.133.49,68.64.21.41
172.16.133.121,157.56.232.214
172.16.128.254,172.16.133.233
172.16.128.254,172.16.133.233
172.16.133.233,172.16.125.220
68.64.21.41,172.16.133.60
96.43.146.48,172.16.133.37
172.16.133.103,66.151.158.187
157.56.242.198,172.16.133.57
172.16.133.99,67.217.78.32
172.16.133.57,68.64.21.62
68.64.21.44,172.16.133.114
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
172.16.133.82,64.56.203.22
172.16.133.82,216.115.208.199
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
157.56.242.198,172.16.133.57
172.16.133.57,157.56.242.198
157.56.242.198,172.16.133.57
172.16.133.57,157.56.242.198
68.64.21.45,172.16.133.47
172.16.133.57,157.56.242.198
68.64.21.46,172.16.133.67
172.16.133.28,5.79.25.105
172.16.133.28,5.79.25.105
216.219.112.250,172.16.133.103
172.16.133.28,5.79.25.105
172.16.133.103,216.219.112.250
172.16.133.103,216.219.112.250
172.16.133.57,157.56.242.198
172.16.133.85,64.74.80.244
172.16.133.57,157.56.242.198
68.64.21.36,172.16.133.37
172.16.133.57,157.56.242.198
172.16.133.85,216.219.115.183
68.64.21.62,172.16.133.57
68.64.21.40,172.16.133.53
68.64.28.91,172.16.133.92
68.64.28.164,172.16.133.118
172.16.133.118,68.64.21.45
172.16.133.233,172.16.125.220
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.47,68.64.21.45
172.16.133.46,172.16.139.250
172.16.133.46,172.16.139.250
68.64.21.37,172.16.133.26
172.16.133.39,67.217.78.36
172.16.133.35,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.207,172.16.139.250
172.16.133.207,172.16.139.250
172.16.133.37,68.64.21.36
172.16.133.46,172.16.139.250
172.16.133.46,172.16.139.250
24.63.70.49,172.16.133.25
172.16.133.114,68.64.21.44
172.16.133.37,172.16.139.250
172.16.133.37,172.16.139.250
172.16.133.207,172.16.139.250
172.16.133.207,172.16.139.250
172.16.133.132,76.13.6.174
98.139.134.187,172.16.133.132
172.16.133.57,157.56.242.198
172.16.133.132,98.139.134.187
172.16.133.57,157.56.242.198
172.16.133.67,172.16.139.250
172.16.133.67,172.16.139.250
157.56.232.214,172.16.133.121
172.16.133.37,172.16.139.250
172.16.133.37,172.16.139.250
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.57,68.64.21.62
172.16.133.35,172.16.139.250
172.16.133.46,172.16.139.250
172.16.133.35,172.16.139.250
172.16.133.46,172.16.139.250
172.16.133.85,68.64.29.28
172.16.133.68,172.16.139.250
172.16.133.68,172.16.139.250
172.16.133.67,172.16.139.250
172.16.133.67,172.16.139.250
68.64.21.62,172.16.133.57
172.16.133.109,96.43.146.22
157.56.238.6,172.16.133.18
172.16.133.254,96.43.146.50,96.43.146.50,172.16.133.85,96.43.146.50,172.16.133.1,96.43.146.22,98.139.134.187,172.16.133.67,172.16.128.233,172.16.133.82,172.16.133.82,172.16.139.250,172.16.133.82,172.16.133.6,172.16.133.109,172.16.133.132,172.16.139.250
172.16.133.207,172.16.139.250
